instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,hour_of_day,season_name,weather_condition,casual_pct,registered_pct,usage_level,user_cluster,weather_group,behavior_cluster,demand_level,rush_category,TimeCluster
1,2011-01-01,1,0,1,0,0,6,0,1,0.24,0.2879,0.81,0.0,3,13,16,2011,1,1,Saturday,0,Spring,Cerah,18.75,81.25,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7765,2011-11-25,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2,2011,11,25,Friday,3,Winter,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7766,2011-11-25,4,0,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,4,3,7,2011,11,25,Friday,4,Winter,Cerah,57.14285714285714,42.857142857142854,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
7767,2011-11-25,4,0,11,5,0,5,1,1,0.28,0.3182,0.75,0.0,2,3,5,2011,11,25,Friday,5,Winter,Cerah,40.0,60.0,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
7768,2011-11-25,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,4,9,13,2011,11,25,Friday,6,Winter,Cerah,30.76923076923077,69.23076923076923,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7769,2011-11-25,4,0,11,7,0,5,1,1,0.26,0.303,0.81,0.0,4,31,35,2011,11,25,Friday,7,Winter,Cerah,11.428571428571429,88.57142857142857,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Rush Hour,Commute Time
7770,2011-11-25,4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,6,68,74,2011,11,25,Friday,8,Winter,Cerah,8.108108108108109,91.8918918918919,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7771,2011-11-25,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0.0,25,70,95,2011,11,25,Friday,9,Winter,Cerah,26.31578947368421,73.68421052631578,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7772,2011-11-25,4,0,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,60,82,142,2011,11,25,Friday,10,Winter,Cerah,42.25352112676056,57.74647887323944,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Non-Rush Hour,Leisure Time
7773,2011-11-25,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,127,226,2011,11,25,Friday,11,Winter,Cerah,43.80530973451327,56.19469026548673,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7774,2011-11-25,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272,2011,11,25,Friday,12,Winter,Cerah,46.32352941176471,53.67647058823529,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7775,2011-11-25,4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283,2011,11,25,Friday,13,Winter,Cerah,50.53003533568905,49.46996466431096,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7776,2011-11-25,4,0,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,122,150,272,2011,11,25,Friday,14,Winter,Cerah,44.85294117647059,55.14705882352941,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7777,2011-11-25,4,0,11,15,0,5,1,1,0.52,0.5,0.36,0.194,165,145,310,2011,11,25,Friday,15,Winter,Cerah,53.2258064516129,46.774193548387096,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7778,2011-11-25,4,0,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,122,139,261,2011,11,25,Friday,16,Winter,Cerah,46.74329501915709,53.25670498084292,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7779,2011-11-25,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,57,127,184,2011,11,25,Friday,17,Winter,Cerah,30.978260869565215,69.02173913043478,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7780,2011-11-25,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,45,108,153,2011,11,25,Friday,18,Winter,Cerah,29.411764705882355,70.58823529411765,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7781,2011-11-25,4,0,11,19,0,5,1,1,0.42,0.4242,0.67,0.0,38,96,134,2011,11,25,Friday,19,Winter,Cerah,28.35820895522388,71.64179104477611,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7782,2011-11-25,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95,2011,11,25,Friday,20,Winter,Cerah,20.0,80.0,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7783,2011-11-25,4,0,11,21,0,5,1,1,0.36,0.3788,0.71,0.0,24,61,85,2011,11,25,Friday,21,Winter,Cerah,28.235294117647058,71.76470588235294,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7784,2011-11-25,4,0,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,12,46,58,2011,11,25,Friday,22,Winter,Cerah,20.689655172413794,79.3103448275862,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7785,2011-11-25,4,0,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,5,28,33,2011,11,25,Friday,23,Winter,Cerah,15.151515151515152,84.84848484848484,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7786,2011-11-26,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,9,38,47,2011,11,26,Saturday,0,Winter,Cerah,19.148936170212767,80.85106382978722,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7787,2011-11-26,4,0,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,5,24,29,2011,11,26,Saturday,1,Winter,Cerah,17.24137931034483,82.75862068965517,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7788,2011-11-26,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,23,2011,11,26,Saturday,2,Winter,Cerah,13.043478260869565,86.95652173913044,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7789,2011-11-26,4,0,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,8,9,17,2011,11,26,Saturday,3,Winter,Cerah,47.05882352941176,52.94117647058824,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
7790,2011-11-26,4,0,11,4,0,6,0,1,0.3,0.3333,0.81,0.0,0,4,4,2011,11,26,Saturday,4,Winter,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7791,2011-11-26,4,0,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3,2011,11,26,Saturday,5,Winter,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7792,2011-11-26,4,0,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10,2011,11,26,Saturday,6,Winter,Berawan,20.0,80.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7793,2011-11-26,4,0,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,4,13,17,2011,11,26,Saturday,7,Winter,Cerah,23.52941176470588,76.47058823529412,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Rush Hour,Commute Time
7794,2011-11-26,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60,2011,11,26,Saturday,8,Winter,Cerah,16.666666666666664,83.33333333333334,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Rush Hour,Commute Time
7795,2011-11-26,4,0,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83,2011,11,26,Saturday,9,Winter,Cerah,19.27710843373494,80.72289156626506,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7796,2011-11-26,4,0,11,10,0,6,0,1,0.36,0.3788,0.81,0.0,57,84,141,2011,11,26,Saturday,10,Winter,Cerah,40.42553191489361,59.57446808510638,Medium,Balanced,Good Weather,Medium | Balanced | Good Weather,Medium,Non-Rush Hour,Leisure Time
7797,2011-11-26,4,0,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230,2011,11,26,Saturday,11,Winter,Cerah,46.52173913043478,53.47826086956522,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7798,2011-11-26,4,0,11,12,0,6,0,1,0.44,0.4394,0.51,0.0,137,172,309,2011,11,26,Saturday,12,Winter,Cerah,44.336569579288025,55.663430420711975,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7799,2011-11-26,4,0,11,13,0,6,0,1,0.48,0.4697,0.44,0.0,177,148,325,2011,11,26,Saturday,13,Winter,Cerah,54.46153846153846,45.53846153846154,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7800,2011-11-26,4,0,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,141,158,299,2011,11,26,Saturday,14,Winter,Berawan,47.15719063545151,52.84280936454849,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7801,2011-11-26,4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314,2011,11,26,Saturday,15,Winter,Berawan,49.044585987261144,50.955414012738856,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7802,2011-11-26,4,0,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,137,138,275,2011,11,26,Saturday,16,Winter,Berawan,49.81818181818182,50.18181818181818,High,Balanced,Good Weather,High | Balanced | Good Weather,High,Non-Rush Hour,Leisure Time
7803,2011-11-26,4,0,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,62,122,184,2011,11,26,Saturday,17,Winter,Berawan,33.69565217391305,66.30434782608695,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7804,2011-11-26,4,0,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118,185,2011,11,26,Saturday,18,Winter,Berawan,36.21621621621622,63.78378378378379,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7805,2011-11-26,4,0,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,46,100,146,2011,11,26,Saturday,19,Winter,Berawan,31.506849315068493,68.4931506849315,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7806,2011-11-26,4,0,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141,2011,11,26,Saturday,20,Winter,Berawan,39.00709219858156,60.99290780141844,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7807,2011-11-26,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0.0,20,72,92,2011,11,26,Saturday,21,Winter,Berawan,21.73913043478261,78.26086956521739,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7808,2011-11-26,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0.0,14,51,65,2011,11,26,Saturday,22,Winter,Berawan,21.53846153846154,78.46153846153847,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7809,2011-11-26,4,0,11,23,0,6,0,1,0.36,0.3788,0.81,0.0,18,51,69,2011,11,26,Saturday,23,Winter,Cerah,26.08695652173913,73.91304347826086,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7810,2011-11-27,4,0,11,0,0,0,0,1,0.36,0.3788,0.81,0.0,7,39,46,2011,11,27,Sunday,0,Winter,Cerah,15.217391304347828,84.78260869565217,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7811,2011-11-27,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0.0,9,35,44,2011,11,27,Sunday,1,Winter,Cerah,20.454545454545457,79.54545454545455,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7812,2011-11-27,4,0,11,2,0,0,0,1,0.34,0.3636,0.81,0.0,9,22,31,2011,11,27,Sunday,2,Winter,Cerah,29.03225806451613,70.96774193548387,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7813,2011-11-27,4,0,11,3,0,0,0,1,0.34,0.3636,0.87,0.0,9,8,17,2011,11,27,Sunday,3,Winter,Cerah,52.94117647058824,47.05882352941176,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Non-Rush Hour,Off Time
7814,2011-11-27,4,0,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4,2011,11,27,Sunday,4,Winter,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7815,2011-11-27,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,0,5,5,2011,11,27,Sunday,5,Winter,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7816,2011-11-27,4,0,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9,2011,11,27,Sunday,6,Winter,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7817,2011-11-27,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,23,2011,11,27,Sunday,7,Winter,Cerah,52.17391304347826,47.82608695652174,Low,Balanced,Good Weather,Low | Balanced | Good Weather,Low,Rush Hour,Commute Time
7818,2011-11-27,4,0,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42,2011,11,27,Sunday,8,Winter,Cerah,14.285714285714285,85.71428571428571,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Rush Hour,Commute Time
7819,2011-11-27,4,0,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111,2011,11,27,Sunday,9,Winter,Cerah,18.91891891891892,81.08108108108108,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7820,2011-11-27,4,0,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,58,131,189,2011,11,27,Sunday,10,Winter,Cerah,30.687830687830687,69.31216931216932,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7821,2011-11-27,4,0,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240,2011,11,27,Sunday,11,Winter,Cerah,34.583333333333336,65.41666666666667,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
7822,2011-11-27,4,0,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256,2011,11,27,Sunday,12,Winter,Cerah,24.609375,75.390625,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
7823,2011-11-27,4,0,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,97,216,313,2011,11,27,Sunday,13,Winter,Cerah,30.990415335463258,69.00958466453673,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
7824,2011-11-27,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313,2011,11,27,Sunday,14,Winter,Cerah,36.102236421725244,63.897763578274756,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
7825,2011-11-27,4,0,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,96,221,317,2011,11,27,Sunday,15,Winter,Cerah,30.28391167192429,69.71608832807571,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
7826,2011-11-27,4,0,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,94,229,323,2011,11,27,Sunday,16,Winter,Cerah,29.102167182662537,70.89783281733746,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
7827,2011-11-27,4,0,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,37,167,204,2011,11,27,Sunday,17,Winter,Cerah,18.137254901960784,81.86274509803921,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7828,2011-11-27,4,0,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,25,130,155,2011,11,27,Sunday,18,Winter,Cerah,16.129032258064516,83.87096774193549,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7829,2011-11-27,4,0,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139,2011,11,27,Sunday,19,Winter,Cerah,21.58273381294964,78.41726618705036,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7830,2011-11-27,4,0,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104,2011,11,27,Sunday,20,Winter,Cerah,9.615384615384617,90.38461538461539,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7831,2011-11-27,4,0,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88,2011,11,27,Sunday,21,Winter,Cerah,14.772727272727273,85.22727272727273,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7832,2011-11-27,4,0,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66,2011,11,27,Sunday,22,Winter,Cerah,19.696969696969695,80.3030303030303,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7833,2011-11-27,4,0,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32,2011,11,27,Sunday,23,Winter,Cerah,15.625,84.375,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7834,2011-11-28,4,0,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,2011,11,28,Monday,0,Winter,Cerah,37.5,62.5,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7835,2011-11-28,4,0,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13,2011,11,28,Monday,1,Winter,Cerah,7.6923076923076925,92.3076923076923,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7836,2011-11-28,4,0,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5,2011,11,28,Monday,3,Winter,Cerah,20.0,80.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7837,2011-11-28,4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4,2011,11,28,Monday,4,Winter,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7838,2011-11-28,4,0,11,5,0,1,1,1,0.4,0.4091,0.87,0.0,0,34,34,2011,11,28,Monday,5,Winter,Cerah,0.0,100.0,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
7839,2011-11-28,4,0,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104,2011,11,28,Monday,6,Winter,Cerah,5.769230769230769,94.23076923076923,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7840,2011-11-28,4,0,11,7,0,1,1,1,0.42,0.4242,0.88,0.0,7,270,277,2011,11,28,Monday,7,Winter,Cerah,2.527075812274368,97.47292418772562,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
7841,2011-11-28,4,0,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407,2011,11,28,Monday,8,Winter,Berawan,3.194103194103194,96.80589680589681,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
7842,2011-11-28,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,17,191,208,2011,11,28,Monday,9,Winter,Berawan,8.173076923076923,91.82692307692307,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Rush Hour,Commute Time
7843,2011-11-28,4,0,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,21,86,107,2011,11,28,Monday,10,Winter,Berawan,19.626168224299064,80.37383177570094,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7844,2011-11-28,4,0,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118,2011,11,28,Monday,11,Winter,Berawan,9.322033898305085,90.67796610169492,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7845,2011-11-28,4,0,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178,2011,11,28,Monday,12,Winter,Cerah,7.303370786516854,92.69662921348315,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7846,2011-11-28,4,0,11,13,0,1,1,2,0.58,0.5455,0.56,0.0,25,137,162,2011,11,28,Monday,13,Winter,Berawan,15.432098765432098,84.5679012345679,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7847,2011-11-28,4,0,11,14,0,1,1,1,0.6,0.6212,0.56,0.0,14,129,143,2011,11,28,Monday,14,Winter,Cerah,9.79020979020979,90.20979020979021,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7848,2011-11-28,4,0,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,18,132,150,2011,11,28,Monday,15,Winter,Cerah,12.0,88.0,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Leisure Time
7849,2011-11-28,4,0,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,24,240,264,2011,11,28,Monday,16,Winter,Cerah,9.090909090909092,90.9090909090909,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Leisure Time
7850,2011-11-28,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,24,444,468,2011,11,28,Monday,17,Winter,Cerah,5.128205128205128,94.87179487179486,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
7851,2011-11-28,4,0,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416,2011,11,28,Monday,18,Winter,Cerah,4.807692307692308,95.1923076923077,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
7852,2011-11-28,4,0,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,4,260,264,2011,11,28,Monday,19,Winter,Cerah,1.5151515151515151,98.48484848484848,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Rush Hour,Commute Time
7853,2011-11-28,4,0,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,12,206,218,2011,11,28,Monday,20,Winter,Berawan,5.5045871559633035,94.4954128440367,High,Registered Dominant,Good Weather,High | Registered Dominant | Good Weather,High,Non-Rush Hour,Off Time
7854,2011-11-28,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156,2011,11,28,Monday,21,Winter,Berawan,2.564102564102564,97.43589743589743,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7855,2011-11-28,4,0,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109,2011,11,28,Monday,22,Winter,Berawan,6.422018348623854,93.57798165137615,Medium,Registered Dominant,Good Weather,Medium | Registered Dominant | Good Weather,Medium,Non-Rush Hour,Off Time
7856,2011-11-28,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46,2011,11,28,Monday,23,Winter,Berawan,10.869565217391305,89.13043478260869,Low,Registered Dominant,Good Weather,Low | Registered Dominant | Good Weather,Low,Non-Rush Hour,Off Time
